id,family,status,reason
webgpu_lightprobe_cubecamera,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lightprobes,webgpu,unsupported_gpu,Requires WebGPU light-probe/environment processing.
webgpu_lightprobes_complex,webgpu,unsupported_gpu,Requires WebGPU light-probe/environment processing.
webgpu_lightprobes_sponza,webgpu,unsupported_gpu,Requires WebGPU light-probe/environment processing and external scene assets.
webgpu_lights_clustered,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_custom,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_dynamic,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_ies_spotlight,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_phong,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_physical,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_pointlights,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_projector,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_rectarealight,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_selective,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lights_spotlight,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lines_fat,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lines_fat_raycasting,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lines_fat_wireframe,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_loader_gltf,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_gltf_anisotropy,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_gltf_compressed,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_gltf_dispersion,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_gltf_iridescence,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_gltf_sheen,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_gltf_transmission,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_materialx,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_loader_texture_ktx2,webgpu,external,Requires a format importer/exporter and usually external assets/decoders.
webgpu_materials,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_alphahash,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_arrays,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_basic,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_cubemap_mipmaps,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_displacementmap,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_envmaps,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_envmaps_bpcem,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_envmaps_groundprojected,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_lightmap,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_matcap,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_retroreflection,webgpu,unsupported_gpu,Requires WebGPU/TSL advanced material shading.
webgpu_materials_sss,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_texture_html,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_texture_manualmipmap,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_toon,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_transmission,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_materials_video,webgpu,external,Requires browser media/device integration; a CPU/Canvas2D video path is permitted.
webgpu_materialx_noise,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_mesh_batch,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_mirror,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_modifier_curve,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_morphtargets,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_morphtargets_face,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_mrt,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_mrt_mask,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_multiple_canvas,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_multiple_elements,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_multiple_rendertargets,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_multiple_rendertargets_readback,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_multisampled_renderbuffers,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_occlusion,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_ocean,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_parallax_uv,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_particles,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_particles_soft,webgpu,unsupported_gpu,Requires GPU particle simulation/soft-particle rendering.
webgpu_performance,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_performance_renderbundle,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_pmrem_cubemap,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_pmrem_equirectangular,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_pmrem_scene,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_pmrem_test,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_portal,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_3dlut,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_afterimage,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_anamorphic,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ao,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_bloom,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_bloom_emissive,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_bloom_selective,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ca,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_difference,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_dof,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_dof_basic,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_fxaa,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_godrays,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_lensflare,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_masking,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_motion_blur,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_outline,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_pixel,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_radial_blur,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_retro,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_smaa,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_sobel,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ssaa,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ssgi,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ssgi_ballpool,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ssr,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_ssr_denoise,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_sss,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_traa,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_postprocessing_transition,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_procedural_texture,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_reflection,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_reflection_blurred,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_reflection_roughness,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_refraction,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_rendertarget_2d-array_3d,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_reversed_depth_buffer,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_rtt,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_sandbox,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadertoy,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadow_contact,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap_array,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap_csm,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap_opacity,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap_pointlight,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap_progressive,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_shadowmap_vsm,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_skinning,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_skinning_instancing,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_skinning_instancing_individual,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_skinning_points,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_sky,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_sprites,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_storage_buffer,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_struct_drawindirect,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_test_memory,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_texturegather,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_texturegrad,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_textures_2d-array,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_textures_2d-array_compressed,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_textures_anisotropy,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_textures_partialupdate,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tonemapping,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_angular_slicing,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_compute_attractors_particles,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_earth,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_editor,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_galaxy,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_graph,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_halftone,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_interoperability,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_procedural_terrain,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_raging_sea,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_transpiler,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_vfx_flames,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_vfx_linkedparticles,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_vfx_tornado,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_tsl_wood,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_upscaling_fsr1,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_upscaling_taau,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_video_frame,webgpu,external,Requires browser media/device/worker integration.
webgpu_video_panorama,webgpu,external,Requires browser media/device/worker integration.
webgpu_volume_caustics,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_volume_cloud,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_volume_fire,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_volume_lighting,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_volume_lighting_rectarea,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_volume_lighting_traa,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_volume_perlin,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_water,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_xr_cubes,webgpu,external,Requires WebXR device/session support.
webgpu_xr_native_layers,webgpu,external,Requires WebXR device/session support.
webgpu_xr_rollercoaster,webgpu,external,Requires WebXR device/session support.
webgpu_xr_shadows,webgpu,external,Requires WebXR device/session integration.
webxr_ar_camera_access,webxr,external,Requires WebXR device/session support.
webxr_ar_cones,webxr,external,Requires WebXR device/session support.
webxr_ar_hittest,webxr,external,Requires WebXR device/session support.
webxr_ar_lighting,webxr,external,Requires WebXR device/session support.
webxr_ar_plane_detection,webxr,external,Requires WebXR device/session support.
webxr_vr_handinput,webxr,external,Requires WebXR device/session support.
webxr_vr_handinput_cubes,webxr,external,Requires WebXR device/session support.
webxr_vr_handinput_pointerclick,webxr,external,Requires WebXR device/session support.
webxr_vr_handinput_pointerdrag,webxr,external,Requires WebXR device/session support.
webxr_vr_handinput_pressbutton,webxr,external,Requires WebXR device/session support.
webxr_vr_handinput_profiles,webxr,external,Requires WebXR device/session support.
webxr_vr_layers,webxr,external,Requires WebXR device/session support.
webxr_vr_panorama,webxr,external,Requires WebXR device/session support.
webxr_vr_panorama_depth,webxr,external,Requires WebXR device/session support.
webxr_vr_rollercoaster,webxr,external,Requires WebXR device/session support.
webxr_vr_sandbox,webxr,external,Requires WebXR device/session support.
webxr_vr_teleport,webxr,external,Requires WebXR device/session support.
